Minamata  (1280,3519)  (1258,3626)  (1328,3626)  (1188,3626)  (1188,3696)  (1258,3696)  (1328,3696)  (1188,3766)  (1258,3766)  (1328,3766)  (1190,3768)  | overflowToLeft=false
Shodo Bay  (10125,6122)  (4395,3705) (4465,3705)  (4325,3705)  (4325,3775)  (4395,3775) (4465,3775)  (4255,3705)  (4255,3775)  (4185,3705)  (4185,3775)  (4185,3845)  (4255,3845)  (4325,3845)  (4187,3847)  (4535,3705) (4605,3705)  (4605,3635)  (4325,3635)  (4255,3635)  (4325,3565) (4255,3565)  (4135,3705) (4137,3707)   | overflowToLeft=false
Geiyo Shoto  (3556,3051)  (3543,3157)  (3613,3157)  (3473,3157)  (3473,3227)  (3543,3227)  (3613,3227)  (3403,3157)  (3403,3627)  (3383,3157)  (3683,3627)  (3543,3297)  (3613,3297)  (3663,3297)  (3753,3227)  (3823,3227)   (3893,3227)   (3405,3629)   | overflowToLeft=false  
Kai  (8131,3120)  (9428,6121)  (8116,3227)  (8186,3227)  (8046,3227)  (8046,3297)  (8116,3297)  (8186,3297)  (8046,3367)  (8116,3367)  (8186,3367)  (7976,3227)  (7976,3297)  (7976,3367)  (7906,3297)  (7906,3367)  (8046,3437)  (8116,3437)  (7908,3369) | overflowToLeft=false
Inaba Coast  (4715,1316)  (4787,1316)  (4645,1316)  (4645,1386)  (4715,1386)  (4785,1386) (4645,1456)  (4715,1456)  (4785,1456)  (4855,1316)  (4855,1386)  (4855,1456)   (4575,1316)   (4575,1386)   (4575,1456)   (4925,1316)  (4925,1386)  (4925,1456)    (4505,1316)   (4505,1386)   (4505,1456)    (4507,1458)   | overflowToLeft=false
East Kii  (5173,5064)  (4002,6127)  (5161,5174)  (5231,5174)  (5091,5174)  (5091,5244)  (5161,5244)  (5231,5244)  (5091,5314)  (5161,5314)  (5231,5314)  (5301,5174)   (5301,5244)  (5301,5314)  (5021,5174)   (5021,5244)  (5021,5314)  (5023,5316)  | overflowToLeft=false
Musashi  (8711,3592)  (3136,6124)  (8700,3700)  (8770,3700)   (8630,3700)   (8630,3770)  (8700,3770)  (8770,3770)  (8630,3850)  (8700,3850)  (8770,3850)    (8630,3920)  (8700,3920)  (8770,3920)   (8630,3990)  (8700,3990)  (8770,3990)   (8632,3992)    | overflowToLeft=false
West Tosa  (2988,4173)  (3828,6125)  (2960,4282)  (3030,4282)  (2890,4282)  (2890,4352)  (2960,4352)  (3030,4352)  (2890,4422)  (2960,4422)  (3030,4422)  (2820,4282)  (2820,4352)  (2820,4422)   (3100,4282)  (3100,4352)  (3100,4422)   (2822,4424)     | overflowToLeft=false
Shimotsuke-South Mutsu pass  (9236,2406)  (9221,2526)  (9221,2596)  (9151,2526)  (9151,2596)  (9291,2526)  (9291,2596)   (9293,2598) | overflowToLeft=false
Kozuke-Musashi pass  (8530,3160)  (8590,3199)  (8660,3199)  (8590,3129)  (8660,3129)  (8590,3269)  (8660,3269)  | overflowToLeft=false
East Echigo-South Mutsu pass  (8766,2137)  (8831,2172)  (8901,2172)  (8831,2102)  (8901,2102)  (8831,2242)  (8901,2242)  | overflowToLeft=false
Shin Sea  (695,2555)  (765,2555)  (625,2555)  (625,2625)  (695,2625)  (765,2625)  (625,2695)  (695,2695)  (765,2695)  (625,2695)  (695,2695)  (765,2695)  (625,2765)  (695,2765)  (765,2765)  (625,2835)  (695,2835)  (765,2835) (627,2837)    | overflowToLeft=false 
West Echigo-North Shinano pass  (8119,2285)  (8101,2406)  (8101,2476)  (8031,2406)  (8031,2476)  (8171,2406)  (8171,2476)  | overflowToLeft=false
Sanuchi  (3869,3680)  (5585,6122)  (3849,3786)  (3919,3786)  (3779,3786)  (3779,3856)  (3849,3856)  (3919,3856)  (3779,3926)  (3849,3926)  (3709,3786)  (3709,3856)  (3709,3926)  (3639,3786)  (3639,3856)  (3569,3786)  (3569,3856)  (3571,3858) | overflowToLeft=false
Owari  (6835,4062)   (3049,6126) (6824,4166)  (6894,4166)  (6754,4166)  (6754,4236)  (6824,4236)  (6894,4236)   (6824,4166)   (6824,4236)    (6614,4236)   (6614,4306)  (6684,4306)  (6754,4306)  (6824,4306)  (6894,4306)   (6614,4376)  (6684,4376)  (6754,4376)  (6824,4376)  (6616,4378) | overflowToLeft=false
Toyama Bay  (10386,6123)   (7660,1800)  (7730,1800)  (7590,1800)  (7590,1870)  (7660,1870)  (7730,1870)  (7590,1940)  (7660,1940)  (7730,1940)  (7800,1800)  (7800,1870)  (7520,1800)  (7520,1870)  (7870,1800)  (7870,1870) (7450,1800)  (7450,1870)   | overflowToLeft=false
Hizen  (1366,2594)  (1345,2702)  (1415,2702)  (1275,2702)  (1275,2772)  (1345,2772)  (1415,2772)  (1275,2842)  (1345,2842)  (1415,2842)  (1205,2702)  (1205,2772) (1205,2842)  (1135,2702)  (1135,2772) (1135,2842)  (1137,2844) | overflowToLeft=false
Inaba-Mimasake pass  (4565,2270)  (4627,2308)  (4697,2308)  (4627,2238)  (4697,2238) (4627,2378)  (4697,2378)   (4629,2380)   | overflowToLeft=false
Chikuzen-Bungo pass  (1980,2997)  (2043,3036)  (2113,3036)  (2043,2966)  (2113,2966)  (2043,3106)  (2113,3106)  (2045,3108)     | overflowToLeft=false
North Omi  (722,6126)  (6311,2664)  (6290,2771)  (6360,2771)  (6220,2771)  (6220,2841)  (6290,2841)  (6360,2841)  (6220,2911)  (6290,2911)  (6430,2771)  (6430,2841)  (6150,2841)  (6150,2911)  (6150,2981)  (6080,2981)  (6010,2981)  (6152,2983)  | overflowToLeft=false
West Kii  (4607,4972)   (6631,6124)  (4587,5081)  (4657,5081)  (4517,5081)  (4517,5151)  (4587,5151)  (4657,5151)  (4517,5221)  (4587,5221)  (4657,5221)  (4517,5291)  (4587,5291)  (4657,5291)  (4517,5361)  (4587,5361)  (4657,5361)  (4519,5363)  | overflowToLeft=false
South Mikawa  (7103,4487)  (6018,6123)  (7090,4595)  (7160,4595)  (7020,4595)  (7020,4665)  (7090,4665)  (7160,4665)  (7020,4735)  (7090,4735)  (7160,4735)  (7230,4595)  (7230,4665)  (7230,4735)  (6950,4595)  (6950,4665)  (6950,4735)  (6952,4737)  | overflowToLeft=false
Idaweyama  (9906,1415)  (9874,1522)  (9944,1522)  (9804,1522)  (9804,1592)  (9874,1592)  (9944,1592)  (9804,1662)  (9874,1662)  (9944,1662)  (9806,1664)  | overflowToLeft=false
Sendai  (9861,2303)  (9828,2409)  (9898,2409)  (9758,2409)  (9758,2479)  (9828,2479)  (9898,2479)  (9758,2549)  (9828,2549)  (9898,2549)  (9760,2551)  | overflowToLeft=false
Izumo  (3797,1667)   (4777,6123)  (3785,1773)  (3855,1773)  (3715,1773)  (3715,1843)  (3785,1843)  (3855,1843)  (3715,1913)  (3785,1913)  (3855,1913)  (3715,1983)  (3785,1983)    (3925,1843)   (3925,1913)   (3995,1843)   | overflowToLeft=false
Totomi  (7567,3844)  (7552,3952)  (7622,3952)  (7482,3952)  (7482,4022)  (7552,4022)  (7622,4022)  (7482,4092)  (7552,4092)  (7622,4092) (7482,4162)  (7552,4162)  (7622,4162)   (7482,4232)  (7552,4232)  (7622,4232)   (7482,4302)  (7552,4302)  (7412,4302) (7412,4372)  (7482,4372)  (7552,4372) (7414,4374)  | overflowToLeft=false
Bingo  (3713,2451)  (5671,6125)  (3700,2560)  (3770,2560)  (3630,2560)  (3630,2630)  (3700,2630)  (3770,2630)  (3630,2700)  (3700,2700)  (3770,2700)  (3560,2700)  (3560,2770)  (3630,2770)  (3700,2770)   (3560,2840)  (3630,2840)  (3700,2840)  (3560,2910)  (3630,2910)  (3700,2910)  (3562,2912)  | overflowToLeft=false
Izumi  (5003,4504)  (4977,4614)  (5047,4614)  (4907,4614)  (4907,4684)  (4977,4684)  (5047,4684)  (4907,4754)  (4977,4754)  (5047,4754)  (5117,4614)   (5117,4684)  (5117,4754)  (4837,4614)  (4837,4684)  (4837,4754)  (4839,4756)   (4909,4686)  | overflowToLeft=false
Tanegashima  (1470,5128)  (1404,6123)  (1451,5239)  (1521,5234)  (1381,5234)  (1381,5304)  (1451,5304)  (1521,5304) (1381,5374)  (1451,5374)  (1521,5374)  (1381,5444)  (1451,5444)  (1521,5444)  (1381,5514)  (1451,5514)  (1521,5514)  (1383,5516)	    | overflowToLeft=false
Buzen-Bungo pass  (2277,2683)  (2349,2724)  (2419,2724)  (2349,2654)  (2419,2654)  (2349,2794)  (2419,2794)  | overflowToLeft=false
Iki Sea  (1040,1647)  (1110,1647)  (970,1647)  (970,1717)  (1040,1717)  (1110,1717)  (900,1717)  (900,1787)  (970,1787)  (1040,1787)  (900,1857)  (970,1857)  (1040,1857)  (830,1717)  (830,1787)  (830,1859) (830,1859)| overflowToLeft=false
Yamato-South Ise pass  (5993,4245)  (5969,4358)  (5969,4428)  (5899,4358)  (5899,4428)  (6039,4358)  (6039,4428)  | overflowToLeft=false
Jeolla  (552,741)  (5498,6125)  (533,848)  (603,848)  (463,848)  (463,918) (533,918)  (603,918)  (463,988) (533,988)  (603,988)  (673,848)  (673,918) (393,848) (393,918) (393,988) (395,990)   | overflowToLeft=false
Chikugo  (1788,3054)  (2447,6126)  (1776,3166)   (1846,3166)  (1706,3166)  (1706,3236)  (1776,3236)   (1846,3236)  (1706,3306)  (1776,3306)  (1846,3306)  (1706,3376)  (1776,3376)  (1846,3376)  (1708,3378)  | overflowToLeft=false
North Mutsu-Central Mutsu pass  (10062,1690)  (10045,1811)  (10045,1881)  (10115,1811)  (10115,1881)  (9975,1811)  (9975,1881)  (9977,1883)  | overflowToLeft=false
Shima  (5894,5050)   (5038,6123)  (5882,5158)  (5952,5158)  (5812,5158)  (5812,5228)  (5882,5228)  (5952,5228)  (5812,5298)  (5882,5298)  (5952,5298)  (6022,5158)  (6022,5228)  (6022,5298)  (5742,5158)  (5742,5228)  (5742,5298)  (5744,5300)    | overflowToLeft=false
Higo  (1630,3460)  (4518,6125)  (1619,3567)  (1689,3567)  (1549,3567)  (1549,3637)  (1619,3637)  (1689,3637)  (1759,3567)  (1759,3637)  (1829,3567)  (1829,3637)  (1899,3567)  (1899,3637)  (1479,3567)  (1479,3637)  (1481,3639) | overflowToLeft=false
Oki  (4864,607)  (4850,715)  (4920,715)  (4780,715)  (4780,785)  (4850,785)  (4920,785)  (4780,855)  (4850,855)  (4920,855)  (4710,715)  (4710,785)  (4710,855)  (4712,857)  | overflowToLeft=false
Wakasa  (5923,2339)  (5845,6123)  (5917,2450)  (5987,2450)  (5847,2450)  (5847,2520)  (5917,2520)  (5987,2520)  (5847,2590)  (5917,2590)  (5987,2590)  (5987,2450)  (5987,2520)  (5987,2590)  (5777,2450)  (5777,2520)  (5777,2590)  (5777,2660)  (5847,2660)  (5779,2592)  | overflowToLeft=false
Philippine Sea 4  (3870,5640)  (3940,5640)  (3800,5640)  (3800,5710)  (3870,5710)  (3940,5710)  (3800,5780)  (3870,5780)  (3940,5780)   (3800,5850)  (3870,5850)  (3940,5850)  (4010,5640) (4010,5710)  (4010,5780)  (4010,5850)  (3730,5640) (3730,5710)  (3730,5780)  (3730,5850)  (3732,5852)     | overflowToLeft=false
Philippine Sea 3  (3070,5105)  (3140,5105)  (3000,5105)  (3000,5175)  (3070,5175)  (3140,5175)  (3000,5245)  (3070,5245)  (3140,5245)  (3000,5315)  (3070,5315)  (3140,5315)  (3210,5105)  (3210,5175)  (3210,5245)  (3210,5315)  (2930,5105)  (2930,5175)  (2930,5245)  (2930,5315)  (2932,5317) | overflowToLeft=false
Philippine Sea 2  (2150,5380)  (2220,5380)  (2080,5380)  (2080,5450)  (2150,5450)  (2220,5450)  (2080,5520)  (2150,5520)  (2220,5520)  (2080,5590)  (2150,5590)  (2220,5590)  (2010,5380) (2010,5450) (2010,5520) (2010,5590) (2012,5592) | overflowToLeft=false
Philippine Sea 1  (1545,5748)  (1615,5748)  (1475,5748)  (1475,5818)  (1545,5818)  (1615,5818)  (1475,5888)  (1545,5888)  (1615,5888)  (1685,5748)  (1685,5818)  (1685,5888)  (1405,5818) (1405,5818)  (1405,5818)  (1407,5820)    | overflowToLeft=false
Shimotsuke-Hitachi pass  (9082,3006)  (9143,3038)  (9213,3038)  (9143,2968)  (9213,2968)  (9143,3108)  (9213,3108)  | overflowToLeft=false
Tajima (5069,1935)  (8550,6123)  (5050,2041)  (5120,2041)  (4980,2041)  (4980,2111)  (5050,2111)  (5120,2111)  (4980,2181)  (5050,2181)  (5120,2181)  (4980,2251)  (5050,2251)  (5120,2251)  (4980,2321)  (5050,2321)  (5120,2321)  (4980,2391)  (5050,2391)  (5120,2391)  (4982,2393)  | overflowToLeft=false
Fish_monopoly (270,6130)
Trade_monopoly (1230,6130)
Rice_monopoly (2350,6130)
Cedar_monopoly (3480,6130)
Shintoism_monopoly (4420,6130)
Salt_monopoly (5400,6130)
Buddhism_monopoly (6370,6130)
Silk_monopoly (7320,6130)
Silver_monopoly (8270,6130)
Gold_monopoly (9060,6130)
Shellfish_monopoly (9855,6130)
